num_commits,issues_resolved,slack_msgs,jira_tickets,team_velocity,productivity_score
21,6,59,9,35,21.2882564542331
20,6,37,5,28,13.498878213900369
16,13,54,5,26,10.521797793700113
26,10,55,6,26,26.225970633842707
25,7,61,6,36,31.692401612404147
18,10,57,9,20,27.980525353183413
19,8,52,8,24,18.685805354146147
19,9,46,10,28,28.902767508334595
20,6,46,10,28,23.000131341342275
26,12,46,4,32,15.799008852481709
21,6,37,10,26,11.331277139335388
23,7,67,11,24,17.209033234390912
27,11,59,6,30,14.309417154237998
16,12,52,10,30,18.790197994341217
26,9,58,8,20,15.964929369930339
15,7,57,11,28,18.84753171946735
16,12,40,8,31,17.49218776388306
19,12,56,8,30,28.546653366389645
19,9,62,9,29,21.674344180954556
24,5,43,9,28,15.595527845667911
23,11,34,11,26,13.257107690873614
30,11,38,4,31,14.869625354492058
26,6,49,5,28,27.868134901624387
23,7,37,5,31,19.100233966376344
15,13,48,9,28,8.282278023692488
13,6,43,14,35,20.629110792920258
22,10,49,8,29,29.52868372890023
22,10,44,11,30,17.755959990083138
21,10,49,9,35,23.720438742022765
29,12,56,5,24,22.683766214696757
34,10,40,10,24,25.590670468365758
17,10,52,11,29,27.709916501555266
22,10,41,2,17,9.046263647853072
20,6,49,7,20,16.910704311963524
23,10,49,9,31,14.658758866158177
18,8,53,7,36,15.631273091454155
15,9,51,10,31,18.28389007125118
18,9,62,5,34,17.93248574528518
24,18,49,7,23,32.48590410236426
18,9,43,10,21,21.6773058023034
24,10,59,7,31,16.334631382871905
16,11,53,8,32,24.956002880688374
15,7,58,12,30,23.091029696192667
16,5,48,5,26,18.907471721743853
19,9,36,5,24,18.0069879891237
19,11,72,10,31,22.588343699338665
19,7,43,6,35,13.435258439680613
21,11,38,8,33,15.564921826324177
15,5,57,7,40,21.74601342679036
15,12,40,9,28,21.48073721540042
18,7,46,8,28,17.702625626971106
10,10,51,8,30,15.275196531000804
23,10,48,8,22,15.37407999911277
24,7,46,6,32,28.053711366935758
21,7,65,7,31,20.475273183302562
20,7,48,9,28,16.543802753549002
20,8,41,11,23,29.411262843693326
19,8,59,10,27,14.549665705353117
16,8,42,5,28,13.928514122675313
17,16,48,6,23,4.870458866713804
24,10,40,11,27,17.670184490545672
31,13,52,5,18,33.66813263105298
27,11,50,6,23,31.888085946163915
23,10,49,10,32,22.78517959818259
16,7,51,7,30,18.001812768100528
23,15,58,2,32,18.380723185967252
24,11,57,13,28,17.207686267444284
25,9,39,11,30,26.434156106247908
15,13,43,13,27,15.75483413151734
19,11,59,9,26,17.408991641826336
24,7,42,7,31,13.827918943745804
18,8,54,4,24,20.296178035989975
17,7,58,6,31,19.898578867732308
24,8,33,13,29,17.7030443577165
22,16,45,5,32,24.83261601013242
14,7,58,12,29,19.036598893523678
23,14,48,9,36,18.919275167364063
26,18,45,9,29,26.008114726406866
16,7,58,6,29,22.766353140811386
20,6,61,11,32,10.88896577739291
30,13,43,3,29,19.30938600335983
23,10,67,2,29,13.47881760091559
25,4,32,6,28,26.64543717487158
16,10,34,12,42,13.2737963590692
18,10,45,7,43,22.61178515742244
21,5,46,7,27,17.791924354420356
22,13,47,8,23,26.38654855600363
25,7,44,6,30,25.889873351835263
26,13,42,12,33,24.696516068026803
21,10,47,10,33,16.873984998408762
29,15,44,6,37,17.128477611388806
20,6,56,8,34,19.077961501073982
22,7,50,5,26,12.977984573974267
17,9,47,8,33,14.473931288779248
23,5,49,6,29,27.96136649112121
25,15,61,6,21,26.596002255665105
30,10,45,3,35,26.19453875749464
13,6,37,9,31,2.1621713389952752
20,8,40,9,34,12.63395805704378
21,7,47,6,37,20.35592786472818
27,17,54,13,26,23.573394433390114
19,14,58,13,25,19.686608075508932
18,17,66,6,26,18.078080386891457
18,9,57,12,34,26.55456867725357
20,9,41,15,27,15.281610560076688
11,18,47,5,20,18.133213534696054
25,11,28,7,25,10.786780549659706
25,13,46,8,22,24.675014428601454
25,7,43,6,32,15.714219151951408
21,12,26,5,28,10.110446982978237
11,13,71,7,30,12.941362950469145
14,5,46,9,28,18.790389710685133
20,12,28,5,19,23.811566562921698
24,11,47,5,26,13.063762388701084
21,12,66,5,30,21.87274080295265
20,8,69,10,28,21.81691218849659
25,11,50,3,35,8.412495674892417
16,9,50,6,32,18.000082544847853
26,8,62,7,29,16.317132642252822
13,5,48,8,35,15.590570111369589
21,14,54,14,35,19.927838562780437
23,10,58,8,32,27.667955909529987
18,15,39,9,30,22.610761937279293
23,12,65,4,28,22.77478896166585
25,7,41,10,30,10.813230881100033
21,7,43,9,32,21.805655125684126
26,10,50,8,31,24.199829506786788
16,10,59,7,23,19.174945818387137
19,7,56,7,31,22.96384648456184
27,8,49,9,38,26.641041474913877
22,10,52,7,24,22.599165230004363
17,7,60,6,31,29.265612154642973
18,13,50,12,34,12.581165809513246
15,8,41,15,30,19.603256004695606
16,14,43,4,38,31.395365067936282
19,6,59,6,22,22.221082777550492
21,13,41,5,30,17.888590528528923
17,9,34,6,21,20.996588631046308
20,8,46,8,18,14.139189536509111
26,12,49,11,26,25.782446528576756
14,7,58,10,30,14.508006661320579
22,11,35,9,30,19.108394412912634
16,8,53,11,34,22.797916030406366
23,7,61,4,24,11.420918869690231
29,12,41,9,28,25.320077668107718
19,8,50,4,26,24.340352891040922
23,4,28,11,21,16.156113186301592
26,7,58,9,33,19.031113803086704
17,13,57,11,30,25.61534347451979
8,10,49,5,34,20.26561229937391
26,10,36,7,27,21.87095849131305
22,7,56,7,39,24.807074883501862
25,9,47,13,26,16.526641026516053
26,8,22,5,28,18.810325773424424
28,11,57,8,30,21.89408527888544
16,12,61,9,32,21.910602402965182
20,11,63,8,28,15.579521005749026
21,8,37,7,31,21.73969096127675
22,9,30,10,31,23.090677738971564
20,10,45,5,38,16.11122777432402
31,13,55,14,34,29.488986316817325
19,4,40,9,34,20.7397151985183
23,9,34,3,21,16.824658315063942
27,12,57,8,28,14.115719301468866
19,7,46,11,32,23.181161005439648
14,6,56,7,33,19.014264190025774
25,8,50,10,24,20.575784371940557
17,7,48,2,28,25.351761603613088
19,6,49,9,29,21.66354765367251
21,7,46,10,24,21.90591161970029
28,9,45,7,23,15.996944101159748
21,6,38,7,32,9.010675969834622
28,15,54,15,32,23.086980746959235
18,5,62,12,27,24.998373750373094
19,17,44,11,27,22.3531865046199
22,9,68,9,22,29.07277104073985
15,12,53,10,33,14.698483170617271
24,8,52,9,29,26.786333281334382
7,6,56,3,27,6.024018186861996
10,11,59,11,30,19.220774622316974
20,4,45,11,32,8.243763972909175
17,9,55,3,30,9.446027118922597
18,10,60,8,37,21.794745906151135
17,6,46,5,26,9.045194775441772
19,7,50,10,32,15.098863342655264
18,10,42,6,35,21.37851946356306
23,9,45,7,32,19.684300141620746
27,5,46,11,25,17.170452423229687
19,10,40,5,35,24.729662257341765
30,11,49,7,30,16.835758742380488
9,5,53,13,34,21.251174765676993
20,13,54,7,34,15.82923301469477
17,12,41,11,32,23.43428538550455
24,9,43,10,26,15.751014007023079
23,9,58,6,30,25.021005876335398
24,12,43,9,36,17.286862010700624
17,16,58,10,29,19.271993992834762
22,9,42,3,30,17.76732643271592
21,12,53,13,19,13.634260122978962
28,17,57,6,32,23.379529585068216
24,18,23,4,27,27.804959186834132
23,15,58,8,33,16.55648689046269
18,13,63,14,26,26.617993533009198
25,8,46,4,32,9.210860033525266
19,9,53,13,30,24.143132519877803
24,7,41,7,38,31.26465126157199
18,11,53,9,33,19.15830660745054
21,9,74,8,26,20.724288779253957
16,9,28,9,23,6.86899833376191
20,14,44,16,28,13.471403168546292
18,9,57,6,39,23.21144525022514
25,13,62,11,31,27.200443227887863
29,5,36,8,30,23.379737753650726
22,7,43,8,40,22.42504122514125
16,10,44,6,32,12.959987900453017
18,9,43,12,27,17.798443966837837
11,11,48,6,25,7.030006112254323
20,13,35,6,36,17.756836587395277
25,18,47,5,32,29.112537560980893
29,11,40,6,23,16.548246494228138
29,9,49,8,24,21.045514890816676
22,11,42,9,33,28.566513352226384
24,8,48,2,26,12.8393171361467
13,8,39,3,26,17.853202009522896
17,11,59,8,35,12.464635627745627
21,12,46,7,34,25.96294442906654
16,8,50,10,37,14.554983288497922
14,10,48,7,31,29.678028582470837
25,7,50,9,25,14.71099866211275
20,11,50,7,30,23.474856810104747
16,19,58,6,33,31.202726395767133
21,11,47,10,40,20.60285286084908
24,8,42,7,32,27.507124552808364
14,13,50,9,34,24.66179655315024
22,15,43,8,32,27.503126474423365
25,11,49,6,27,20.785372031921803
19,11,39,5,29,26.19854946709439
19,5,60,9,25,13.27712766667443
11,9,42,5,33,16.49649493541349
19,10,61,10,22,21.21707199398388
17,11,49,5,25,27.065010869167295
24,5,58,6,30,19.167583802197598
13,11,42,10,28,13.31624115433771
15,7,30,15,31,19.96226894023168
20,11,33,11,17,16.781025871588376
19,7,75,11,26,27.75360870362512
15,12,44,10,33,25.764454720362853
15,12,60,11,40,18.05605322879478
20,10,37,9,29,6.6013490138056685
18,11,51,5,24,21.04641326660463
21,9,53,7,31,20.90326219971882
18,5,78,8,21,26.87086252910545
27,10,46,8,27,15.122645510981938
17,17,42,8,31,21.345565407622026
21,7,53,11,28,12.879692465370027
22,12,40,7,30,17.499871259801587
28,14,54,7,35,19.57235431671356
14,8,49,7,38,22.64012422721067
21,5,42,7,39,23.9940996669288
14,7,54,7,31,12.644068167234728
17,11,51,7,19,6.638273832752802
17,13,57,10,35,22.904122929900485
32,11,66,10,26,32.880258328518224
26,10,44,11,25,20.748244127449322
30,13,45,14,24,27.288754893170157
19,7,36,7,36,22.87708543478807
21,9,55,13,28,20.672290270602392
21,11,43,7,17,20.65820654918998
9,9,53,5,36,3.2185606864711254
19,12,61,6,32,15.359719928654723
22,9,43,4,33,24.39358249119377
19,6,45,10,30,21.32749268897878
21,14,60,10,29,25.460918142137483
30,11,57,7,27,24.634336993223116
23,7,56,8,36,25.31653666299857
13,8,46,7,31,17.71076759796425
29,12,35,5,36,14.298688682925714
21,13,42,4,30,21.37825655103395
18,15,39,8,28,13.579569870486011
21,13,55,8,37,18.993362753100648
16,11,52,13,26,22.225314893526317
29,6,44,11,20,11.775295497587459
19,8,45,7,28,20.701118070446405
25,10,54,10,25,15.501019211558901
25,10,46,8,27,20.193354750419136
26,13,44,7,27,24.50071211774373
15,8,69,9,31,19.60972774825961
17,13,44,10,25,18.021319674306092
26,11,56,7,29,24.623972354390446
19,6,53,13,29,25.894030559326495
18,3,34,7,29,22.181720740850217
29,5,43,4,28,22.004102980019063
18,9,58,4,28,29.31290274708516
17,11,48,7,27,11.793820927844349
24,11,35,8,27,17.818339206821033
24,8,53,9,24,17.626043805420142
24,3,44,15,29,20.062695921225714
24,13,54,6,31,29.161832595642036
16,15,76,9,26,17.510997847119633
18,14,53,10,23,23.080579691753744
28,7,56,11,31,19.663252075759754
24,14,47,4,22,15.238388734421033
28,5,38,6,30,10.695858643609974
23,11,60,4,31,22.162661672963296
16,14,43,7,27,9.773882750246663
19,9,47,8,42,21.028625603935364
21,8,67,6,33,21.119427686297332
17,11,46,4,32,16.846645338899727
22,10,62,6,26,17.662289687071738
24,10,53,5,29,28.941802921496926
24,6,44,8,37,16.63575175522322
17,10,53,6,39,18.899981609423676
14,14,42,9,27,17.61213639970788
26,8,59,7,23,25.617806103404227
25,13,62,10,30,27.025612839677684
15,9,50,12,35,15.822225418605928
20,12,63,5,33,25.74914534897926
14,5,51,6,27,16.336595707240768
12,7,59,14,25,22.45798955084674
19,13,79,5,34,18.770130463170464
28,18,74,6,29,25.846772292253267
24,10,48,7,33,24.368634970025344
23,14,52,9,31,23.775401989810653
29,12,39,5,32,24.91840646102147
25,14,57,23,39,33.22720519531535
13,18,53,9,40,24.239423570000685
15,7,42,11,31,17.721122104975525
25,13,61,8,37,24.195491620107035
20,7,47,6,30,18.78612425698378
26,3,44,9,36,17.78018364670974
17,9,53,4,21,8.430769114958764
16,8,45,8,34,15.170377644547164
20,9,49,8,33,16.733136439805183
27,9,67,7,25,19.80915851958826
15,6,43,6,26,15.200165023149225
19,14,56,15,27,21.069862994813047
16,12,44,7,33,24.884500244923082
22,12,40,7,31,17.942564366558422
22,9,49,5,37,19.88799100921325
14,6,76,8,19,17.812611049042633
16,6,57,12,29,12.93522007808423
11,7,54,11,30,13.524136093015894
23,9,44,6,26,18.040552294245774
21,10,46,7,30,19.887638672728464
17,12,35,8,25,15.1068783551416
21,13,67,4,40,17.486983050839697
21,15,52,14,31,23.9604285706605
15,17,51,14,28,25.102592769190352
18,8,52,12,34,23.747647684567077
24,11,70,7,30,30.067646921556904
29,15,52,12,43,30.48482238260169
19,4,48,6,27,14.876703939385738
21,10,67,14,24,28.58252326579767
10,10,48,5,25,25.57735401036413
17,8,33,9,30,12.227487210823694
22,7,34,7,28,14.466266764006974
21,12,48,10,22,18.847066768133946
26,7,52,9,37,23.362924103583016
18,2,58,6,37,16.319055062164317
25,8,40,11,28,17.178024638158803
23,16,47,10,21,15.173114210082607
18,11,41,6,19,15.922246073507598
22,9,61,8,32,15.792436246995909
16,14,62,6,19,23.350443641573737
21,9,69,7,34,23.660718872876583
21,6,53,8,42,19.37144765601792
34,14,68,14,31,27.826262950845454
27,12,43,7,31,22.353875956784456
18,12,52,9,26,16.715696711411457
27,11,39,6,28,26.419277534827966
21,11,55,4,30,26.51807864814031
25,10,52,10,29,25.088643000885163
25,9,25,9,32,19.12610984639583
19,12,61,8,32,29.628608656218113
15,15,58,12,23,23.417651451102138
25,8,44,9,32,25.5986263119157
21,10,52,5,30,15.309666295720621
14,12,35,13,25,12.5479259855477
19,8,42,8,23,20.855874823179334
26,12,66,10,23,22.79454066747397
24,12,38,3,29,19.804424952837923
13,12,50,8,27,9.967387323631566
17,11,36,10,31,14.035078615175202
13,5,53,9,22,14.632092355692958
24,13,55,13,31,26.285280845375294
22,7,57,10,36,22.185081108522485
13,16,54,5,40,22.171868021931626
22,14,64,3,33,27.099734538412655
19,9,44,8,34,20.044559223782997
24,14,39,9,30,22.633889785955304
20,10,44,11,26,22.5433004706657
18,8,36,12,21,22.04722953856391
20,14,50,3,26,24.90833145983795
16,16,48,11,32,22.476724727743793
18,16,54,6,32,24.860729846321235
18,5,33,11,29,16.766813364505
18,15,49,15,30,21.02590732702213
27,8,62,7,21,18.12406683523956
17,8,55,8,32,17.747761567098394
28,9,31,4,21,11.734024567902091
21,11,49,12,33,28.646128323017198
11,9,42,8,24,19.878171661471452
14,10,50,11,25,19.009687966199348
24,13,46,9,22,15.297471457677016
18,9,67,6,23,24.32901200007553
17,5,50,7,28,18.30246138655862
21,8,53,4,35,15.428331821113675
20,7,49,3,23,25.165216265585002
19,17,54,9,26,19.15709145635641
17,8,47,7,19,17.831237066872813
18,10,57,6,33,25.437536424935132
18,9,46,9,29,8.487223348003948
12,10,63,11,32,12.834423237764595
26,9,54,4,27,18.36209642978669
18,7,48,8,24,24.257443212156872
22,10,58,9,25,27.635634975914364
24,7,54,6,26,26.01877737194203
21,8,58,7,36,17.58059870901937
23,10,50,8,23,18.59805536868122
18,9,47,7,26,20.96810413997843
17,11,51,9,27,15.139951896976093
20,6,44,7,32,20.489216524253916
15,6,59,12,32,20.682427119278177
20,10,64,9,19,17.739239569860356
30,13,55,10,27,23.394015901988393
18,11,64,7,28,18.16396953416973
17,12,61,14,22,24.782419742314968
17,8,47,7,32,26.30843435039739
19,16,58,11,34,26.340312745600137
27,10,37,4,45,28.949474805701662
14,14,51,7,27,22.50299295209705
13,6,38,5,37,28.264489992176564
14,13,48,6,32,21.556021852501587
18,10,35,10,30,6.31686434481707
26,14,60,5,24,19.91911754223077
23,9,46,4,30,18.808369161195692
16,11,59,5,29,13.971033989488582
12,12,49,11,31,21.661461437794024
16,6,31,10,33,21.43116056218279
14,13,45,6,38,22.126078019750704
20,8,44,11,30,15.413879783687428
21,10,49,5,28,17.527987400143157
15,10,65,10,30,24.560380117563273
14,8,66,10,23,23.66176051876228
23,7,47,6,21,27.419419999012476
17,13,37,9,31,21.007265399992924
19,3,42,6,33,23.04557474270711
22,11,54,6,24,14.402339176623641
23,9,48,7,25,18.388263570541792
17,6,34,5,33,7.199911197256348
25,10,44,5,34,16.877386862089732
16,7,63,13,31,19.939715637452643
20,8,52,7,24,22.43706327087066
23,6,50,7,30,18.004487828135858
19,4,46,8,33,6.480088639746636
27,5,45,11,36,28.304648466144315
23,8,55,8,28,22.848638721211614
21,7,51,10,28,14.671647707385354
19,11,57,6,35,15.772690192584818
16,8,55,12,32,18.885580137747223
16,13,50,12,27,23.50196297784082
14,10,53,7,33,25.588562916065893
17,8,44,3,35,15.548364188650451
23,11,49,14,23,17.386980932409863
22,12,63,10,29,19.461358057275632
26,4,50,9,26,17.897670627485
19,8,47,11,33,25.7938364778906
25,9,52,8,26,16.767933237179772
20,6,38,9,27,17.883671488635738
16,11,52,9,29,8.803640769659914
14,18,66,6,35,21.151523835432773
15,10,41,6,31,27.81189374938927
23,14,52,13,27,21.287021222610345
7,8,49,3,37,14.363286880871746
15,8,49,13,31,11.909849010352895
16,4,49,8,35,15.091294366183993
21,10,57,8,33,25.812221120946216
24,15,39,10,37,22.076642465825206
28,10,56,6,30,16.38660425064151
19,14,50,10,35,18.488218957118054
25,10,32,7,33,20.71810542040678
18,10,53,9,28,24.460521834473596
15,5,51,3,29,10.711380429548669
19,13,41,5,28,26.9625383232588
20,10,51,4,26,17.111952458266426
21,15,36,9,30,22.60437758272524
13,10,43,8,31,15.22018331035076
26,11,50,8,34,26.111155079169084
17,11,33,3,31,14.311699178384341
26,11,38,7,30,17.7913146954286
21,6,39,5,29,4.179263987745514
20,7,50,8,34,16.33230705955817
24,14,54,9,36,31.9717566842524
27,9,41,7,32,15.774835348645665
24,7,40,12,30,12.91518213175343
12,7,51,4,19,12.366569584861143
22,10,51,6,37,25.529304561425434
18,8,42,2,24,15.129770814550426
24,10,68,8,26,22.58346602307823
22,8,51,4,37,21.94782534247213
20,8,48,6,30,22.59934360440615
15,11,46,4,35,15.599624172753995
23,5,60,15,27,21.52927174302114
16,12,55,8,21,16.33746385299628
21,12,32,8,29,17.92759106574086
22,17,43,8,33,15.5930561534368
14,11,45,11,30,16.55378999436207
18,18,49,6,30,22.255516312901534
23,16,56,17,23,21.343154480428026
22,9,39,8,29,14.602886588842953
23,12,49,7,31,11.959977184989567
24,13,66,6,38,26.18627001996618
19,12,50,10,35,21.147619289197632
28,11,43,14,28,21.129020787917153
16,10,36,11,28,19.20240626261994
16,14,45,10,28,21.53754301746829
25,10,39,4,26,24.13791013352391
17,12,46,11,37,15.38882217656123
19,10,55,8,30,17.786646602589162
23,9,50,3,34,24.978340570590813
12,12,45,10,25,7.917056984155227
18,11,32,6,37,23.83616360543402
24,10,58,13,24,18.09203395096171
13,5,46,11,34,9.059518925744067
13,9,51,10,28,16.523413910579585
18,8,40,7,36,16.74343530320575
21,9,45,4,25,21.266209213639716
20,7,44,5,36,17.95251249802802
17,9,36,10,31,14.86571482531207
21,9,40,6,22,13.649605813518608
26,6,49,4,35,21.634184758794955
17,10,52,5,27,18.70070455296879
13,9,43,6,27,16.601726553577382
18,6,37,9,29,14.543243130539413
15,14,46,9,33,23.150772956022674
19,12,57,9,22,17.74793596701623
20,19,40,6,28,23.987674081118488
14,14,50,9,31,26.47957395613603
20,9,43,13,29,21.620936682020467
18,9,61,4,26,15.175767387840644
17,9,44,5,25,19.009718084227778
13,5,56,7,37,16.160320150595872
31,10,60,9,30,23.901372178639946
36,8,65,8,23,18.71505543315243
26,9,36,11,30,22.004361085097415
29,9,36,8,32,20.036159042058422
22,12,61,6,33,23.646277993552136
16,6,60,10,28,10.156302219531637
20,10,43,11,29,18.292511715278415
19,6,17,6,36,5.110642837810818
31,20,50,10,37,27.686916671853208
26,9,34,11,35,25.356722787568536
16,12,41,11,23,18.87803965877188
15,18,51,6,24,16.225688037043668
19,12,53,7,28,25.042029603535962
19,12,65,13,28,23.371347461310876
23,6,46,7,34,13.705498037896202
19,10,40,8,35,19.703245375550967
20,5,59,5,37,16.743858317856628
24,11,53,5,28,9.540942261538135
26,13,46,11,24,18.501812653817286
16,9,50,8,27,20.16956684169016
21,15,46,10,32,18.19783180052807
22,8,56,11,47,16.9770594499885
25,13,66,6,27,19.61697901027751
23,4,42,5,31,14.991462045594801
24,10,54,5,34,17.412886067630097
17,11,34,11,25,18.750837699055197
22,14,39,5,29,14.835133097539916
23,11,55,1,24,22.469149285793996
25,10,49,7,30,20.06874769648209
14,6,38,14,32,15.581599952072422
30,16,50,5,25,12.555040598689752
21,9,58,6,27,15.688665630613245
28,11,35,8,38,26.628558578380805
26,10,67,7,29,22.82795080167426
19,14,55,7,26,15.859703618126613
19,11,55,8,27,28.296913275408862
15,9,49,5,30,18.285029430543233
21,10,67,7,28,28.487283668163023
10,9,59,8,33,19.79634813491812
12,10,46,8,32,18.41519134493654
22,5,57,9,28,21.855828899414846
21,8,42,7,35,16.554361509497767
17,7,47,14,28,21.14779786000962
22,7,64,7,33,19.072944125709704
23,17,53,6,21,14.905377465843248
19,4,56,7,29,18.4578059102777
17,11,61,5,30,14.112212007882686
24,4,55,11,36,13.241546537966848
19,16,41,7,30,23.631071369545147
17,9,66,14,36,25.57313116799744
20,6,55,8,32,25.69344689615084
24,15,55,12,24,19.018011196276813
18,9,50,8,21,14.29255512823792
18,11,61,14,39,25.182474525544244
22,12,69,5,39,20.636662460224393
21,9,46,8,33,13.722187315923062
17,5,60,12,28,15.978518476657072
14,13,50,8,28,11.259022889853679
24,9,30,14,30,17.87280759064825
22,15,35,5,27,30.648258289486627
20,13,54,8,19,10.068451498709564
6,11,60,7,36,10.162626425453272
14,14,56,7,35,36.09203265808343
19,8,57,12,19,22.240491698863423
14,9,75,6,30,23.88008763128244
21,7,55,6,38,18.077186672745224
18,6,47,7,34,16.757475872293124
18,10,48,10,33,20.968284922047577
21,3,66,8,22,17.772234587025434
18,10,37,7,26,20.976262669916252
21,11,62,12,30,13.54428762610416
18,8,50,7,36,16.269933568257006
22,7,41,5,32,18.524856611785456
20,12,35,7,32,15.76482637385081
17,10,64,9,42,28.187747655100804
21,9,41,10,35,25.715383962721912
12,9,50,2,38,15.870381786079534
23,9,40,12,34,26.955075908850446
20,9,69,4,37,13.869759189539963
21,6,50,7,30,7.7487579706670076
29,13,36,12,31,24.217719655606857
17,12,45,8,27,9.33845203885202
24,12,63,8,29,22.72011382498177
17,8,40,4,27,17.117608329847627
17,9,46,3,31,13.413376714225368
14,9,61,9,28,22.84674327925363
12,10,53,14,30,20.65936846822536
27,9,37,12,25,21.272841627681046
18,11,52,8,32,18.61267714081804
22,9,48,8,36,15.128217035670856
22,8,50,7,25,22.03535116498589
20,9,59,9,23,22.12142818353103
13,10,52,9,32,21.813657523911846
12,11,49,9,26,24.441485708693044
15,7,48,12,20,24.398165256240592
24,6,60,7,38,25.903903365957483
18,15,42,6,23,28.9403457532569
21,9,28,9,38,22.935981077447913
13,7,47,8,21,17.78316702091942
13,16,53,15,27,22.182917172189015
13,9,45,9,36,17.444454213556224
22,9,44,9,22,19.94284626273211
24,12,46,11,28,21.84529356188612
24,3,49,12,20,16.860141141818584
17,16,37,10,34,19.875936468651705
20,10,56,9,29,23.25901955947016
24,10,23,6,28,12.837751183610685
24,8,55,8,30,27.88588581536177
9,10,53,6,28,16.24676601553896
21,10,54,10,30,22.954502094440794
28,8,30,7,33,18.758083329753457
28,7,52,5,30,26.189019962193903
18,12,44,14,31,22.26621531090955
23,14,66,9,25,26.718234194853085
22,18,53,9,31,24.953659503770304
16,16,38,9,28,32.816793365808806
17,10,33,9,26,12.700659478181805
24,10,43,6,30,20.985849146387626
12,9,58,7,29,12.969618273248734
19,11,61,10,36,24.28543068955745
20,6,51,9,36,19.52728217962661
13,13,50,6,24,23.23544203695623
29,5,46,11,30,16.73442030682544
18,8,49,7,21,19.209394754590157
27,8,62,6,31,19.356770478812653
15,15,46,6,21,10.818796907992581
21,13,56,5,32,12.862390777070871
18,8,44,11,41,8.819248118369096
22,11,60,8,31,25.746189409762053
19,9,55,6,28,13.159725613131435
14,6,59,5,29,32.39735815232452
16,11,68,10,31,22.04948893680519
24,16,24,4,24,15.668017705064962
27,13,57,11,27,18.345515073314758
18,9,54,9,27,25.090147632722545
15,8,54,7,26,20.023777835359656
24,11,52,9,38,17.912340627645893
22,13,52,8,27,22.955592765197395
18,10,53,10,31,17.32145005294542
19,12,59,5,32,17.721274606898135
15,5,58,6,36,18.278931382961883
11,10,49,9,36,21.06605447252145
22,9,48,8,30,18.646028994839455
16,16,50,13,30,25.572991020253447
20,13,45,5,32,21.32691983169454
14,11,67,6,31,23.71147842893146
24,7,37,6,25,22.869408478938183
22,8,57,7,33,20.916768138613858
21,5,57,7,31,15.801998518623726
25,11,44,4,23,22.44148764196088
17,11,52,7,26,7.138989360660839
10,15,62,4,29,18.646115863881853
18,12,46,8,23,17.871286508477883
27,12,63,10,29,27.203524274252146
20,11,61,11,15,14.362484347517633
17,6,42,11,28,18.865574807114626
20,15,38,7,21,23.362334446279288
19,15,51,5,28,20.7220021977302
24,6,37,9,29,25.914425924121048
31,8,20,4,32,28.972133534468313
22,19,45,4,33,20.71415300013531
25,10,71,4,29,25.194446355122036
21,15,45,8,36,19.96025011841651
20,11,53,9,30,18.308804394594667
23,14,56,3,29,20.121788014149455
19,12,49,9,33,22.83088366807767
9,9,46,5,33,16.716192516254754
14,13,62,11,29,13.549877827024673
13,14,50,12,27,15.679266938599929
24,8,49,7,23,24.678929625201942
15,11,57,7,23,17.244254651628243
22,13,39,6,40,25.13563309906183
19,16,37,7,20,29.10228915313493
17,14,33,5,23,16.289674521036094
26,5,55,5,22,21.96250362513634
20,3,48,7,37,15.091373909254138
15,11,58,3,25,12.583563003596293
25,8,50,15,23,8.022091211665069
27,7,36,8,20,15.906130556290675
14,12,46,13,29,9.353239043569776
23,14,58,11,24,16.54935542127197
17,9,47,6,24,23.966476775559183
16,11,61,6,36,23.072034356803346
19,14,45,8,32,25.565556629611073
15,14,57,7,26,19.850348286848536
17,12,32,6,28,10.344855888749908
16,10,47,6,42,11.770269198038882
21,5,46,8,22,18.35555979979275
23,12,36,9,26,21.62273518031878
17,5,61,4,28,22.025970303791027
22,8,43,11,27,9.43006896941473
16,8,42,9,25,17.143643310785922
17,8,63,8,23,14.03328353012219
16,10,51,6,26,21.153549402453272
23,14,57,8,33,28.348811559103076
18,14,32,9,31,11.469167684695215
16,6,42,11,25,17.95517512728023
24,10,70,3,19,17.66848753018699
18,13,58,7,33,21.844861207086957
22,15,39,8,27,17.98992075546814
24,7,52,6,23,15.323333703999772
15,14,40,7,30,13.746212101121007
16,5,63,8,27,13.391612500810211
15,9,27,11,31,13.170332227463714
24,9,52,2,33,19.136517951320876
19,10,52,5,22,27.558593609803026
22,14,38,7,34,15.938331482454018
21,9,47,5,32,15.95893865648392
15,12,53,5,29,18.984326766630367
10,7,32,3,29,10.090536904046196
14,11,37,9,30,6.215314048128548
22,11,48,5,28,20.78371133417517
16,10,41,12,23,12.892806233437513
12,10,45,6,25,17.397117424173597
29,11,49,8,27,27.696807874971682
16,16,40,9,38,21.279868978598927
21,4,49,11,29,19.57259427305745
22,5,52,10,30,8.393176508758787
20,9,57,8,20,18.357576794312852
17,8,37,10,36,15.332717510990154
21,16,43,5,25,18.29930955893289
22,13,55,4,30,16.688198810710617
26,6,35,8,26,15.034520357465878
24,11,51,7,35,16.29496444072664
18,12,50,6,41,22.904822649217714
23,8,24,4,32,21.944395574143662
21,7,45,3,25,23.49047150600047
13,9,53,8,30,15.779598105958089
21,4,47,6,29,17.465816895926213
18,9,45,13,31,14.953457145588265
16,14,51,4,26,16.64620218565615
16,13,59,6,22,20.453121859154038
26,8,55,9,24,22.416791489658323
